,0
cpd00121_e,m-Inositol
cpd00281_e,gamma-Amino Butyric Acid
cpd00108_e,D-Galactose
cpd00053_e,L-Glutamine
cpd00129_e,L-Proline
cpd02143_e,D-Galactonic Acid-gamma-Lactone
cpd00314_e,D-Mannitol
cpd00138_e,D-Mannose
cpd00027_e,alpha-D-Glucose
cpd00224_e,L-Arabinose
cpd00076_e,Sucrose
cpd01293_e,L-Pyroglutamic Acid
cpd00023_e,L-Glutamic Acid
cpd00154_e,D-Xylose
cpd00035_e,L-Alanine
cpd00249_e,Uridine
cpd00222_e,D-Gluconic Acid
cpd00652_e,Mucic Acid
cpd00386_e,D-malic acid
cpd00117_e,D-Alanine
cpd00246_e,Inosine
cpd00132_e,L-Asparagine
cpd00054_e,L-Serine
cpd00082_e,D-Fructose
cpd00571_e,D-Saccharic Acid
cpd00105_e,D-Ribose
cpd00477_e,N-Acteyl-L-Glutamic Acid
cpd00164_e,D-Glucuronic Acid
cpd00137_e,Tricarboxyllic Acid
cpd01307_e,D-Arabitol
cpd00248_e,Quinic Acid
cpd00130_e,L-Malic Acid
cpd00106_e,Fumaric Acid
cpd11585_e,L-Alanyl-Glycine
cpd00041_e,L-Aspartic Acid
cpd00119_e,L-Histidine
cpd00280_e,D-Galacturonic Acid
cpd00020_e,Pyruvic Acid
cpd00036_e,Succinic Acid
cpd00100_e,Glycerol
cpd02351_e,D-Glucosaminic Acid
cpd00051_e,L-Arginine
cpd19018_e,D-Tartaric Acid
cpd24420_e,Methyl Pyruvate
cpd00107_e,L-Leucine
cpd00432_e,m-Tartaric Acid
cpd11748_e,Laminarin
cpd24418_e,Glycyl-L-Glutamic Acid
cpd11601_e,Pectin
cps11602_e,Inulin
cpd23859_e,Bromo Succinic Acid
cpd00024_e,alpha-Keto-Glutaric Acid
cpd13391_e,Tween 20
cpd00588_e,D-Sorbitol
cpd00182_e,Adenosine
cpd00029_e,Acetic Acid
cpd28989_e,Caproic Acid
cpd00308_e,Malonic Acid
cpd24417_e,Tween 40
cpd00339_e,delta-Amino Valeric Acid
cpd00797_e,beta-Hydroxy Butyric Acid
cpd13392_e,Tween 80
cpd00080_e,"D,L-alpha-Glycerol-Phosphate"
cpd01107_e,Capric Acid
cpd00066_e,L-Phenylalanine
cpd00211_e,Butyric Acid
cpd00136_e,4-Hydroxy Benzoic Acid
cpd24429_e,Sec-Butylamine
cpd00820_e,L-Galactonic Acid-gamma-Lactone
cpd01200_e,Palatinose
cpd00162_e,2-Aminoethanol
cpd00666_e,L-Tartaric Acid
cpd23030_e,L-Alaninamide
cpd03384_e,D-Psicose
cpd00156_e,L-Valine
cpd00382_e,D-Raffinose
cpd01262_e,Maltotriose
cpd24453_e,3-0-beta-D-Galacto-pyranosyl-D-Arabinose
cpd00480_e,5-Keto-D-Gluconic Acid
cpd25518_e,Succinamic Acid
cpd20885_e,Turanose
cpd00158_e,D-Cellobiose
cpd00079_e,D-Glucose-6-Phosphate
cpd03696_e,Arbutin
cpd00118_e,Putrescine
cpd01363_e,Oxalomalic Acid
cpd00750_e,D-Fucose
cpd00039_e,L-Lysine
cpd00161_e,L-Threonine
cpd00184_e,Thymidine
cpd05158_e,Gentiobiose
cpd22832_e,Glycyl-L-Proline
cpd15584_e,a-Methyl-D-Glucoside
cpd11594_e,Dextrin
cpd00179_e,Maltose
cpd01356_e,Amygdalin
cpd00396_e,L-Rhamnose
cpd12144_e,alpha-Methyl-D-Mannoside
cpd04349_e,Lactulose
cpd00332_e,L-Isoleucine
cpd24451_e,alpha-Cyclodextrin
cpd11589_e,Glycyl-L-Aspartic Acid
cpd00208_e,alpha-D-Lactose
cpd01502_e,Citraconic Acid
cpd37280_e,Maltitol
cpd02274_e,beta-Methyl-D-Galactoside
cpd00060_e,L-Methionine
cpd00122_e,N-Acetyl-D-Glucosamine
cpd05161_e,D-Melezitose
cpd00794_e,D-Trehalose
cpd27563_e,N-Acetyl-beta-D-Mannosamine
cpd23862_e,alpha-Hydroxy Glutaric Acid-gamma-Lactone
cpd01407_e,Sedoheptulosan
cpd26269_e,Glucuronamide
cpd01133_e,Stachyose
cpd00747_e,Hydroxy-L-Proline
cpd00142_e,Acetoacetic Acid
cpd00306_e,Xylitol
cpd01030_e,Salicin
cpd03198_e,D-Melibiose
cpd00392_e,i-Erythritol
cpd26351_e,3-Methyl Glucose
cpd03734_e,Acetamide
cpd00180_e,Oxalic Acid
cpd24428_e,D-Lactic Acid Methyl Ester
cpd00155_e,Glycogen
cpd01055_e,beta-D-Allose
cpd09457_e,Lactitol
cpd15585_e,beta-Methyl-D-Glucoside
cpd24454_e,Melibionic Acid
cpd00361_e,3-Hydroxy 2-Butanone
cpd00366_e,Adonitol
cpd01171_e,Dulcitol
cpd00501_e,D-Glucose-1-Phoshate
cpd00212_e,L-Sorbose
cpd24421_e,L-Glucose
cpd24425_e,beta-Methyl-D-Xyloside
cpd11685_e,Mannan
cpd00589_e,D-Tagatose
cpd05264_e,beta-Methyl-D-Glucuronic Acid
cpd00453_e,"1,2-Propanediol"
cpd24452_e,gamma-Cyclodextrin
cpd00072_e,D-Fructose-6-Phosphate
cpd00380_e,Itaconic Acid
cpd01947_e,"2,3-Butanediol"
cpd03561_e,alpha-Hydroxy Butyric Acid
cpd23861_e,"D-Ribino-1,4-Lactone"
cpd00607_e,Citramalic Acid
cpd00276_e,D-Glucosamine
cpd00728_e,gamma-Hydroxy Butayric Acid
cpd00320_e,D-Aspartic Acid
cpd24427_e,N-Acetyl-D-Glucosaminitol
cpd01184_e,L-Fructose
cpd00047_e,Formic Acid
cpd02599_e,"D,L-Octopamine"
cpd00112_e,N-Acetyl-Neuraminic Acid
cpd00159_e,L-Lactic Acid
cpd00266_e,"D,L-Carnitine"
cpd05192_e,Sebacic Acid
cpd00417_e,L-Arabitol
cpd00185_e,D-Arabinose
cpd00141_e,Propionic Acid
cpd16648_e,Sorbic Acid
cpd01067_e,L-Lyxose
cpd03737_e,a-Keto-Valeric Acid
cpd00040_e,Glyoxylic Acid
cpd11879_e,Gelatin
cpd00489_e,p-Hydroxy Phenyl Acetic Acid
cpd00374_e,Tyramine
cpd11717_e,Chondroitin Sulfate C
cpd00094_e,alpha-Keto-Butyric Acid
cpd00550_e,D-Serine
cpd00611_e,D-Threonine
cpd03320_e,m-Hydroxy Phenyl Acetic Acid
cpd00551_e,"2,3-Butanedione"
cpd00139_e,Glycolic Acid
cpd00064_e,L-Ornithine
cpd09394_e,beta-Cyclodextrin
cpd03161_e,Phenylethylamine
cpd01242_e,2-Deoxy-D-Ribose
cpd00033_e,Glycine
cpd00227_e,L-homoserine
cpd00438_e,2-Deoxy Adenosine
